net,length_um
_1709_,886.01
_1821_,885.97
net580,885.69
_0325_,883.7
RF.registers\[25\]\[17\],883.07
_0201_,882.42
_0329_,882.27
_0455_,880.78
_0807_,879.91
net515,879.32
net106,879.07
_0524_,878.26
_1988_,878.25
_0030_,877.52
_1065_,876.04
_0373_,876.03
_1355_,875.92
_0366_,875.64
_1664_,875.37
_0428_,875.26
_1406_,875.16
_0477_,875.155
net191,874.68
_2134_,872.98
_1865_,872.88
net571,872.36
_0605_,871.96
net570,871.85
_2045_,871.72
_1274_,871.66
net480,871.255
_2210_,871.07
_2040_,870.94
net433,870.9
RF.registers\[9\]\[19\],870.35
_2106_,869.06
net444,868.77
_0247_,868.66
net630,868.45
_2167_,867.83
net207,867.44
_2254_,867.24
_0887_,867.05
_0358_,866.73
RF.registers\[10\]\[17\],866.67
net212,866.32
_1791_,866.02
_1897_,865.225
_2129_,864.85
_1390_,864.54
_1199_,863.45
RF.registers\[5\]\[10\],862.24
net588,862.19
_0117_,861.735
_0899_,861.09
RF.registers\[20\]\[5\],861.01
ID.pc\[4\],860.82
_2053_,860.23
RF.registers\[8\]\[7\],860.16
_2216_,859.86
_0317_,859.64
_0185_,859.63
RF.registers\[7\]\[6\],859.5
_1768_,859.09
_0665_,858.54
_0180_,858.1
_1350_,856.9
RF.registers\[20\]\[29\],856.775
_0921_,854.74
_1196_,854.32
_1052_,853.12
_1285_,852.32
_0961_,850.92
net575,850.8
_0630_,850.5
_0391_,850.3
RF.registers\[25\]\[31\],850.02
_0813_,849.52
_1388_,849.32
_1786_,848.56
_1399_,848.08
_1394_,847.92
_0592_,847.71
_0976_,847.62
_0204_,847.28
_1911_,846.62
_1454_,846.37
_0316_,846.3
_0779_,846.24
net243,845.72
_1841_,845.66
_2126_,845.52
_0925_,845.34
net236,844.7
_0215_,844.27
_1236_,843.78
_0990_,841.78
_1719_,841.75
_2057_,841.64
_1087_,841.5
_0896_,841.16
net293,840.76
net572,840.73
_1311_,840.14
net610,840.07
_0950_,840.05
_0126_,839.82
_0327_,839.7
_0562_,839.38
_1235_,838.71
RF.registers\[21\]\[4\],838.33
_2090_,838.22
RF.registers\[4\]\[29\],838.06
_1153_,837.84
_1477_,836.58
RF.registers\[20\]\[13\],836.24
net368,836.08
RF.registers\[8\]\[19\],835.6
_1779_,835.26
RF.registers\[8\]\[6\],835.07
net656,834.91
_0973_,834.44
_1828_,834.08
_2008_,833.955
_0281_,833.69
_2105_,833.6
_0907_,833.5
_0375_,833.35
RF.registers\[21\]\[15\],833.32
_1242_,833.195
_1097_,833.12
_0377_,832.64
_0458_,832.22
_0844_,832.08
_2206_,831.96
_1951_,831.86
_1320_,831.84
RF.registers\[20\]\[1\],831.74
_1277_,831.58
_1925_,831.4
_2264_,831.34
_1010_,830.88
_0575_,830.64
_0939_,830.42
_1738_,830.15
RF.registers\[0\]\[12\],829.76
_1952_,829.65
_1845_,829.32
_1365_,828.14
clk,827.57
RF.registers\[8\]\[22\],826.81
_2150_,826.42
_1866_,825.94
net158,825.14
_0729_,824.84
RF.registers\[9\]\[4\],824.46
_1827_,824.32
_0840_,824.2
_0742_,824.16
_0580_,823.9
_0397_,823.34
_1476_,823.08
_1446_,822.96
_0795_,822.88
_0854_,822.74
_1332_,822.74
RF.registers\[25\]\[2\],821.74
_0090_,821.56
net52,820.76
_1041_,820.74
_1475_,820.71
_2266_,820.64
_1449_,820.44
_2000_,820.3
net646,820.24
RF.registers\[8\]\[16\],819.34
_2231_,818.56
_2238_,818.5
_0010_,818.18
RF.registers\[0\]\[10\],817.67
RF.registers\[8\]\[12\],817.6
_2198_,816.54
_1212_,816.53
_1294_,815.52
RF.registers\[25\]\[8\],815.22
_2124_,815.2
RF.registers\[9\]\[21\],815.16
_1667_,814.46
_0139_,814.36
_0986_,814.32
net641,814.32
RF.registers\[21\]\[22\],814.29
_0654_,814.12
_0559_,814.02
_0023_,813.96
_1538_,813.93
net475,813.835
net290,812.76
_1424_,812.62
_0102_,811.4
_0923_,811
_1705_,810.51
RF.registers\[20\]\[16\],809.44
_0692_,809.08
_0936_,808.62
net658,808.12
net554,807.92
_1632_,807.32
_0974_,807.25
_0218_,807.06
_1061_,806.74
SSD.count\[7\],806.72
_1098_,806.41
_2034_,806.16
RF.registers\[15\]\[10\],805.66
net659,805.58
_1383_,805.18
_0005_,804.84
RF.registers\[5\]\[25\],804.68
_1760_,804.26
RF.registers\[8\]\[13\],803.6
RF.registers\[6\]\[16\],803.24
_2087_,802.85
net315,802.46
_1613_,801.18
_0578_,799.1
_1603_,798.6
_1995_,798.56
_0466_,798.11
_1085_,797.93
_2023_,797.52
_2157_,796.75
_0789_,796.4
RF.registers\[4\]\[13\],796.31
_1721_,796.28
RF.registers\[9\]\[24\],796.02
_0934_,794.84
net314,794.6
_0852_,794.36
_1184_,793.84
RF.registers\[7\]\[20\],792.86
_0771_,792.72
RF.registers\[8\]\[5\],791.41
_1676_,791.18
_1902_,790.96
_0242_,789.66
RF.registers\[21\]\[28\],789.05
_1699_,788
_2152_,787.94
net469,787.56
net397,787.54
_1743_,787.51
_0199_,786.92
_1387_,786.55
RF.registers\[4\]\[0\],785.76
_0981_,785.38
net400,785.26
_0888_,784.46
net383,784.26
_1495_,784.18
_1980_,784.04
_0812_,783.66
_2022_,783.5
RF.registers\[20\]\[30\],782.88
net354,782.74
_0678_,782.68
RF.registers\[5\]\[2\],782.19
net488,781.18
_0040_,781.12
SSD.count\[13\],781.06
_1764_,780.98
_0780_,780.18
_0581_,779.96
_1318_,779.88
_0735_,779.17
_2037_,778.91
_1539_,778.68
net645,778.62
_2239_,777.45
RF.registers\[6\]\[15\],777.01
_1108_,776.85
_0290_,775.53
_1262_,775.4
_1715_,775.32
_0426_,774.96
_1879_,774.46
RF.registers\[25\]\[11\],773.92
_0093_,773.2
_1983_,772.94
_2212_,772.38
_0773_,772.22
_0781_,772.11
_0156_,772.1
_1884_,772.06
_0707_,771.58
_1008_,770.86
_0535_,770.73
_1101_,770.4
_1979_,769.66
_1025_,769.16
_0002_,769.15
_1630_,769.07
_1175_,768.98
_2151_,768.46
_2033_,768.36
_1868_,768.28
RF.registers\[15\]\[14\],768.1
_0702_,767.98
_1685_,767.9
_0028_,767.6
_0098_,767.42
_1368_,766.77
RF.registers\[21\]\[16\],766.36
_0558_,765.34
_0555_,765.32
RF.registers\[8\]\[0\],764.22
_0137_,763.05
_0711_,762.74
RF.registers\[15\]\[1\],762.66
_1918_,762.12
_0787_,761.96
_1929_,761.65
_0053_,761.42
_0567_,761.4
_1994_,760.36
SSD.count\[16\],758.3
_0865_,756.96
_1851_,756.86
RF.registers\[6\]\[13\],756.07
_1046_,755.8
_0231_,755.74
_0657_,755.42
_0843_,755.32
_0637_,755.29
_1503_,755.02
RF.registers\[25\]\[16\],754.56
_0188_,754.56
_0283_,754.12
_0829_,753.94
_0743_,753.27
_0689_,752.99
_1223_,752
net445,751.69
_1528_,751.25
_0763_,750.98
_0913_,749.58
_0952_,749.12
RF.registers\[20\]\[12\],748.32
_2291_,748.11
RF.registers\[7\]\[1\],747.56
_1777_,747.17
RF.registers\[25\]\[28\],746.84
_0330_,746.21
_1256_,745.34
_0401_,744.21
_1687_,743.36
_0143_,742.28
_2025_,742.19
_0598_,742.12
net598,741.92
net37,741.87
_1104_,741.54
net126,741.12
_1508_,740.7
RF.registers\[10\]\[13\],739.1
_0013_,738.7
_0756_,738.375
_2137_,738.21
_1263_,737.08
_1416_,736.6
_1531_,736.53
_0608_,735.76
_2308_,734.92
_1127_,734.8
_1069_,734.61
_1011_,733.14
_1417_,732.94
_0662_,732.15
_0431_,732.02
_0262_,732
RF.registers\[6\]\[19\],731.76
_0688_,731.45
_0369_,731.2
_0284_,730.5
_0430_,730.37
net615,729.04
_0385_,728.89
_1161_,728.88
_2021_,727.72
_1555_,727.44
_0957_,726.44
_2144_,725.58
_2284_,725.26
_0659_,724.94
RF.registers\[25\]\[23\],724.25
_0930_,722.8
RF.registers\[8\]\[8\],722.78
_1962_,722.74
_1281_,722.34
RF.registers\[4\]\[1\],721.81
_0901_,721.64
_0834_,721.49
_0705_,721.36
_1899_,721.26
net130,719
_2279_,718.37
_1718_,718.25
_0721_,718.1
RF.registers\[7\]\[16\],717.77
_1783_,717.12
net360,716.635
net430,716.28
_0009_,715.34
_0422_,715.32
_0079_,715.28
_0534_,715.2
_0970_,714.86
_1169_,714.52
RF.registers\[8\]\[23\],714.1
_1852_,713.52
_0698_,713.27
_2274_,713.22
_1217_,712.7
net602,712.31
_0155_,712.06
_2127_,711.36
_0557_,710.44
_1570_,710
_0914_,709.14
RF.registers\[15\]\[13\],709.1
_1247_,707.32
_0671_,706.885
RF.registers\[25\]\[9\],706.66
_1885_,705.29
_2298_,703.84
_0833_,703.66
net349,703.43
RF.registers\[20\]\[9\],703.4
_0803_,703.4
_1483_,703.38
_2309_,702.66
_1549_,702.63
_0148_,702.54
_2259_,701.79
_1898_,701.04
_1964_,698.36
_0956_,698.33
_1758_,698.32
net289,697.98
_1974_,697.9
_1310_,697.66
_0371_,697.3
_0077_,696.88
_0032_,696.14
RF.registers\[20\]\[25\],695.985
_0017_,695.62
RF.registers\[21\]\[14\],695.06
_1793_,694.58
_1050_,694.42
_0999_,694.26
_1286_,694.08
_1130_,693.18
_1745_,692.39
_1822_,692.24
_1946_,692
_1971_,691.5
_0658_,691.37
RF.registers\[7\]\[27\],690.58
_2245_,690.22
_2287_,689.98
_0715_,689.6
_1066_,688.83
_1027_,688.54
_0894_,688.48
_1113_,687.64
net542,687.635
_0797_,687.4
_0287_,686.04
_1141_,685.5
_0875_,685.45
_0922_,685.08
net350,685.02
_2275_,684.42
_2180_,684.36
_0196_,683.82
_0574_,683.33
_1334_,683.1
_1231_,683.04
RF.registers\[15\]\[8\],682.84
_2179_,682.8
net526,682.17
_0249_,681.94
_0872_,681.68
_1185_,681.39
RF.registers\[20\]\[22\],681.3
_0748_,681.3
_0109_,681.07
_1910_,680.5
SSD.count\[10\],680.04
net437,679.66
_1222_,679.5
SSD.count\[1\],678.38
_0006_,678.18
_1225_,677.29
_1702_,677.08
_0254_,676.9
_0868_,676.84
_1076_,676.48
_1501_,676.38
_1369_,676.07
_1271_,675.92
_0765_,675.8
net13,675.56
_0382_,674.92
_1706_,674.78
_1920_,673.48
_2222_,673.3
_1803_,671.72
RF.registers\[9\]\[14\],671.71
_1809_,671.71
_2062_,671.14
_2209_,670.59
_0502_,670.58
net422,670.36
_0074_,668.72
_0769_,668.42
net528,667.98
RF.registers\[21\]\[13\],666.22
_0381_,665.04
ID.pc\[3\],664.88
_1401_,663.96
_0660_,663.32
_0322_,661.04
_0609_,660.74
_1934_,660.3
_1655_,660
net595,659.9
_2016_,659.3
_1648_,659.1
_0841_,658.76
_0407_,658.68
_0347_,657.98
_0831_,657.72
_2080_,657.5
_1509_,657.1
_1177_,657.08
net305,657
RF.registers\[21\]\[0\],656.34
RF.registers\[6\]\[7\],655.48
_1881_,654.79
_1835_,654.6
_0740_,654.36
_0207_,653.34
_0457_,653.06
net527,652.9
_1058_,652.66
_1308_,652.56
_0856_,652.48
_1035_,651.91
_0725_,651.7
_2030_,651.54
_0909_,650.8
_1836_,650.76
_0944_,650.66
_1195_,650.2
_0635_,649.85
_2247_,649.8
_0359_,649.72
_0667_,649
_1936_,648.225
_0404_,647.3
RF.registers\[20\]\[4\],647.04
_1917_,646.99
_2313_,646.76
RF.registers\[21\]\[1\],646.69
net621,646.17
RF.registers\[10\]\[28\],645.86
_0195_,645.76
_0594_,645.44
_1073_,644.46
_0669_,643.9
_2190_,643.53
_0760_,643.34
_0860_,642.7
_0314_,642.14
_1190_,641.22
_0406_,641.175
SSD.count\[0\],640.84
_2035_,640.3
_0297_,640.04
_2103_,639.92
_1255_,639.76
_1428_,639.72
_0318_,637.88
_1609_,637.52
_0227_,637.36
_0954_,637.36
_0822_,637.3
_1023_,636.4
_2001_,635.19
_0292_,635.08
_0938_,634.47
_0958_,633.76
_1542_,633.76
_1171_,633.5
_0867_,633.34
clknet_2_3_0_clk,633.13
_1059_,631.9
_0898_,631.54
_0891_,631.24
_1150_,630.68
_2017_,629.97
_1268_,629.78
_0988_,629.42
_1006_,628.38
_2185_,627.3
RF.registers\[25\]\[12\],627.28
_0728_,627.12
RF.registers\[8\]\[10\],627.095
_1552_,626.94
RF.registers\[9\]\[23\],626.64
_1919_,626.14
_2010_,624.69
net102,624.06
_0348_,623.425
_0687_,622.76
_2232_,622.71
_1493_,622.1
_0467_,621.95
_0723_,621.78
_2125_,621.66
_0342_,620.66
_1047_,620.4
_0003_,620.39
_1997_,620.34
_2203_,619.9
_2237_,619.42
_0895_,619.34
_1965_,619.08
_0902_,619
_0221_,618.62
_1615_,618.44
net386,618.18
_2041_,616.89
_2281_,616.48
_0625_,615.9
_1342_,615.48
_1431_,615.42
_1252_,615.14
net24,614.98
_1135_,614.94
net586,614.36
_0334_,614
_1521_,613.96
_2086_,613.95
_1215_,613.84
_1858_,613.84
_0777_,613.76
_0307_,613.75
_0072_,613.52
_1750_,613.32
_2114_,613.04
net594,612.98
_1746_,612.86
_1767_,612.66
_1938_,612.21
_1737_,612.05
_2228_,611.66
_0862_,611.44
_2082_,611.44
_2091_,610.48
_0011_,610.08
_2061_,609.69
_0177_,608.36
net347,608.195
_0194_,607.84
_1060_,607.83
net567,607.2
_1143_,606.44
net164,606.06
_2043_,605.61
_1221_,605.54
_2191_,604.8
_0260_,603.5
_1002_,603.4
_2285_,603.32
RF.registers\[7\]\[5\],602.69
_1289_,602
_1137_,601.32
_1340_,601.24
_1756_,601.12
_1351_,601.085
_1872_,599.46
_0140_,599.32
_0632_,599.2
_0972_,598.57
_0241_,597.78
_2201_,597.12
_0613_,597.06
_2211_,596.36
_0882_,596.08
_1091_,595.88
_1848_,595.68
_1018_,595.58
_0523_,595.1
_1019_,594.98
_0234_,594.44
_0364_,594.4
_0048_,594.055
_0704_,594.04
_1834_,593.61
_1384_,593.35
_0007_,593.225
_1202_,592.46
_0720_,592.2
_0020_,591.59
_1444_,591.1
RF.registers\[9\]\[27\],590.26
_0873_,590.22
net408,590.04
_0024_,589.5
_0073_,589.2
_1146_,588.88
net584,588.76
net381,588.74
_0876_,587.92
net189,587.2
net16,586.88
net244,586.8
net136,586.71
_2077_,586.18
net196,585.975
net119,585.88
_1633_,585.62
_2304_,585.59
net34,585.59
net85,585.19
net127,585.06
RF.registers\[10\]\[25\],584.57
_1875_,584.56
net593,584.52
_2109_,583.64
RF.registers\[7\]\[3\],583.46
_0150_,582.9
_1323_,582.76
_0276_,582.74
_1327_,581.6
_0997_,580.7
net198,580.04
_2104_,579.88
_0513_,579.735
net490,579.5
net496,579.315
_1232_,578.92
net401,578.92
_0764_,578.81
_0183_,578.52
_2112_,578.42
_1923_,578.38
net398,578.04
clknet_0_clk,578.03
_0339_,577.815
_0050_,577.6
_2111_,577.41
net429,577.15
_0323_,576.6
_0655_,576.35
_1090_,576.22
_1957_,576.16
net296,576.1
net197,575.79
_0277_,575.52
_0246_,575.26
_0966_,575.18
net70,574.87
_0360_,574.82
_0328_,574.64
_0861_,574.48
net33,574.44
ID.pc\[1\],574.34
_1755_,574.2
_2004_,574.12
_1172_,574.04
_1206_,573.84
_0147_,573.8
_1523_,573.38
_1013_,573.35
net77,573.2
net396,573.18
net26,573.06
net362,571.72
net25,571.62
_0379_,571.32
_1109_,571.09
_0918_,570.92
RF.registers\[20\]\[11\],569.78
_0718_,569.22
_2174_,568.82
clknet_5_3__leaf_clk,568.72
_0708_,568
net465,567.64
_2148_,566.06
net89,566.05
net379,564.97
net27,564.65
_0253_,563.24
_0770_,563.22
net49,563.19
_1186_,563.12
_0135_,562.9
_0798_,562.62
RF.registers\[4\]\[4\],562.58
_0767_,562.36
RF.registers\[15\]\[22\],562.32
_2252_,560.92
_2011_,560.3
_1028_,560.22
_0238_,560.14
net308,559.04
net265,558.88
net165,558.8
_1465_,558.52
_2028_,558.42
net84,557.975
_0122_,557.865
net510,557.76
_0120_,557.65
clknet_5_31__leaf_clk,557.535
_1273_,557.075
_0273_,555.44
_1211_,554.72
_0113_,554.58
_1739_,554.32
_1016_,554.18
net317,553.98
net509,553.96
net511,553.5
_1850_,552.66
net45,552.62
_0301_,552.26
net160,552.22
net163,552.22
net583,552.12
net409,552.04
_1775_,551.94
net154,551.39
RF.registers\[21\]\[5\],550.73
_1074_,550.42
net157,550.4
net384,549.78
net304,549.66
_2305_,549.54
_0335_,549.38
_0915_,549.36
_0953_,549.275
net560,547.94
_0490_,547.86
_0094_,547.68
_1970_,547
_1057_,546.68
net134,546.6
RF.registers\[9\]\[31\],546.51
_1471_,546.32
_0446_,546.27
_1228_,546.24
net68,546.2
net482,546.16
_1278_,544.14
net53,544.14
_1837_,544.08
net447,543.34
_0611_,543.1
net251,543.005
_2300_,542.75
net279,542.66
RF.registers\[7\]\[12\],542.48
net561,542.48
_0338_,542.47
RF.registers\[8\]\[4\],542.37
net411,542.34
_1524_,542.3
net257,542.24
_0160_,541.545
net194,541.445
_2078_,541.42
_0405_,541.38
_1972_,541.34
_1502_,541.28
_1927_,541.27
_0224_,540.84
_0971_,540.82
net44,540.8
_0078_,540.62
_1662_,539.84
_2026_,539.08
net108,538.74
_2194_,538.68
net393,538.66
net417,538.34
net375,537.955
net416,537.92
_0191_,537.9
_0602_,537.395
_1181_,537.26
net373,537.215
_1661_,536.88
net569,536.72
net185,536.58
_0730_,536.35
net18,536.32
net48,535.74
_1415_,535.54
RF.registers\[0\]\[1\],535.4
_1337_,535.18
net172,535.12
net491,535.07
_1317_,534.94
net56,534.47
net556,534.26
_1871_,533.92
_1795_,533.88
_0927_,533.8
_0167_,533.68
net79,533.64
net132,533.11
net457,533.1
_1048_,532.98
net376,532.78
_0732_,532.68
net589,532.08
net338,530.72
_0243_,530.56
_0989_,530.28
_0390_,530.1
net521,529.995
_1812_,529.77
net111,529.73
_1587_,529.56
net65,529.47
_0332_,529.3
_2306_,528.38
net117,527.86
_0103_,527.32
net133,527.06
_0712_,526.22
_1026_,525.76
_0092_,525.5
_2049_,525.28
_0037_,524.88
_1015_,524.62
clknet_5_2__leaf_clk,524.52
net14,523.76
_0062_,523.72
_0792_,523.62
_1132_,523.44
net66,523.1
RF.registers\[25\]\[3\],522.86
net61,522.66
net40,522.63
clknet_2_0_0_clk,522.57
net222,522.52
_0526_,522.44
net88,522.31
_0080_,522.28
net442,522.1
net81,522.09
_0497_,521.91
_1484_,521.84
_1134_,521.69
_2240_,521.64
_2219_,521.42
_0288_,520.8
net76,520.3
net455,520.16
net128,520.05
_1658_,519.88
net402,519.84
_1367_,519.65
_2117_,519.38
_0836_,519.2
net297,519.18
net87,519.13
net200,518.82
net153,518.76
_0269_,518.48
_0107_,518.28
_0984_,517.88
_0612_,517.46
net156,517.46
RF.registers\[6\]\[14\],517.44
_0633_,517.4
_1352_,517.1
_1423_,517.06
net424,516.54
net91,516.52
net261,516.5
_1208_,516.4
_0832_,516.34
_0265_,516.26
_0211_,516.16
net492,515.74
_1621_,515.72
_1114_,515.48
net31,515.04
net340,514.94
_1606_,514.28
net54,514.18
net47,514.09
_2135_,513.9
_0992_,513.7
_2029_,513.64
_0946_,513.6
net517,513.1
_2085_,512.3
net418,512.16
net292,511.72
_1461_,511.655
_1506_,511.4
_2024_,511.36
clknet_5_0__leaf_clk,511.32
net240,511.22
net41,511.12
net19,511
_0190_,510.88
_1479_,510.7
_0057_,510.52
_1258_,510
net220,509.94
_0274_,509.4
clknet_5_26__leaf_clk,508.86
_1740_,508.7
_1313_,508.2
net415,507.44
_0746_,507.34
clknet_2_1_0_clk,506.69
net98,506.28
_0237_,506.24
_2096_,505.8
_1677_,505.64
_2076_,505.58
net152,505.28
_0208_,505.24
net538,504.6
_1288_,504.59
_0955_,503.96
_0303_,503.72
_0538_,503.66
_0919_,503.575
_1839_,503.36
_1140_,502.86
_0170_,502.515
net483,502.25
_0395_,502.125
clknet_5_5__leaf_clk,502
_0969_,501.8
_0398_,501.6
_0675_,501.3
_0932_,501.26
_0884_,501.23
net90,501.14
_1402_,500.88
net103,500.58
net17,500.5
_2273_,500.02
_1824_,499.92
_1941_,499.92
_1293_,499.78
_1806_,499.76
net523,499.18
_1652_,499.1
_0766_,498.98
_1251_,498.96
_1389_,498.74
net35,498.59
_2063_,498.32
net250,498.18
net184,498.16
net498,497.86
_1203_,497.76
_1049_,497.28
net42,496.85
_0964_,496.7
net94,496.35
net93,496.31
net179,495.85
_0794_,495.64
net141,495.16
net259,494.64
net11,494.28
_1358_,494.18
RF.registers\[6\]\[11\],494.02
net112,493.64
_1982_,493.06
_1930_,492.98
net15,492.72
_0225_,492.62
net114,492.155
_0498_,491.66
net299,491.6
_1708_,491.32
net180,491.29
net516,490.18
_0815_,489.98
_1174_,489.34
net110,489.1
_0302_,488.58
_0686_,488.56
clknet_2_2_0_clk,488.36
_0061_,488.3
net131,487.86
net486,487.86
net95,487.5
_1341_,487.45
_1622_,487.43
_0295_,487.28
_0100_,486.44
_0043_,486.4
_1559_,486.16
_0878_,484.935
net395,484.84
_1279_,484.6
_0960_,484.3
_1785_,484.15
RF.registers\[25\]\[13\],483.62
_0414_,483.38
net211,482.58
clknet_5_27__leaf_clk,482.4
net585,481.62
_0572_,481.52
clknet_5_29__leaf_clk,481.44
net380,481.21
ID.pc\[0\],481.16
net57,480.94
_0104_,480.645
_0731_,480.48
_1637_,480.3
net264,480
_1540_,479.44
_1003_,479.22
_2301_,479.2
_0350_,478.84
net219,478.5
net512,478.2
_0928_,477.94
_1961_,477.92
_0747_,477.31
net466,477.3
_2142_,477.22
net176,476.04
net394,475.995
net140,475.96
_1167_,475.86
_0019_,475.44
net210,475.2
_1207_,475.11
_1833_,474.78
_2208_,474.6
net174,473.195
_0378_,472.54
net199,472.24
net263,471.78
_2283_,469.72
net175,469.7
net69,469.59
_0987_,469.42
_1844_,469.2
net67,468.81
_1229_,467.76
net150,467.46
_0677_,467.34
_1711_,467.22
net478,466.86
clknet_5_19__leaf_clk,466.86
net86,466.66
_1889_,466.56
net43,466.32
clknet_5_10__leaf_clk,466.03
net217,464.98
net109,464.76
net484,464.76
_1634_,464.38
_1194_,462.94
clknet_5_20__leaf_clk,462.54
_1679_,462.42
net58,462.32
_0280_,461.56
net531,461.18
_1600_,460.46
_1556_,460.34
_1800_,460.13
_2065_,459.84
net282,459.51
_2204_,459.46
_1302_,459.34
net166,459
_0900_,458.8
_1033_,458.7
net539,458.38
_0967_,457.88
net300,457.82
_0380_,457.48
_2159_,456.76
clknet_5_14__leaf_clk,456.445
_0824_,456.36
_1700_,456.28
RF.registers\[21\]\[3\],456.18
_1796_,456.02
clknet_5_4__leaf_clk,455.78
RF.registers\[9\]\[20\],455.6
_1724_,455.2
_2251_,454.34
_2164_,453.9
net237,453.74
_2006_,453.64
_0142_,453.22
_2012_,453.03
net559,452.6
clknet_5_13__leaf_clk,452.04
_1116_,451.76
_1882_,450.48
_1209_,450.36
net443,450.32
_1520_,450.3
_0830_,449.68
clknet_5_23__leaf_clk,449.58
_1119_,449.22
_1030_,449.06
_2205_,448.72
net143,447.84
_2293_,447.56
net319,447.16
_2115_,446.86
_1933_,446.74
_0012_,446.6
_1436_,446.595
_0151_,446.28
_0175_,446.1
_1154_,446.06
_1944_,445.07
_1301_,445.04
_1329_,444.68
_0081_,444.32
_0505_,443.88
_2084_,443.82
net208,443.72
clknet_5_30__leaf_clk,443.605
_0001_,443.49
_0881_,443.28
_1452_,443
_1960_,442.84
_1220_,442.56
_1591_,442.08
net280,441.5
net552,441.36
_1984_,441.195
_1853_,441.16
_1115_,440.9
_0926_,440.8
clknet_5_17__leaf_clk,440.36
net247,440.26
net318,439.87
_0941_,439.76
_2046_,439.46
_0631_,438.82
_1618_,438.75
clknet_5_8__leaf_clk,438.4
_2257_,438.22
net96,438.08
_1968_,437.76
_1254_,437.65
_0168_,437.58
net278,436.64
net562,436.48
_2015_,436.25
net365,436.18
_1992_,436.06
_0049_,435.71
_0374_,435.26
_2197_,434.46
net151,434.4
net213,434.38
clknet_5_6__leaf_clk,434
clknet_5_15__leaf_clk,433.9
_1200_,433.88
_2133_,433.38
_1817_,432.88
_2066_,432.81
net64,432.71
_1411_,432.7
_0015_,432.06
_2175_,431.84
net366,431.66
net72,431.45
_1566_,431.32
_0993_,431.24
_0733_,431
clknet_5_18__leaf_clk,430.9
_0804_,430.52
net405,430.28
_1173_,430.26
net177,430.04
_0060_,429.66
_0087_,429.58
_0108_,429.05
RF.registers\[9\]\[18\],428.82
_1472_,428.06
_1854_,428.05
net32,427.96
_0937_,427.38
net113,426.68
_0421_,426.64
_1900_,426.62
_0018_,426.26
clknet_5_7__leaf_clk,426.18
_1096_,425.78
_1901_,425.58
net99,425.17
_2316_,424.92
RF.registers\[15\]\[9\],424.84
_1117_,424.68
_0839_,423.42
_0906_,423.42
_2193_,422.72
SSD.sel\[0\],422.2
_0965_,422.08
_1007_,420.58
net209,420.52
_0319_,420.46
RF.registers\[6\]\[31\],420.26
_1344_,419.96
_0814_,419.945
RF.registers\[15\]\[15\],419.92
RF.registers\[21\]\[25\],419.87
_0853_,419.74
clknet_5_16__leaf_clk,419.64
_0213_,418.74
net142,418.6
net385,418.34
_2155_,418.06
_2302_,417.86
net82,417.76
_1144_,417.72
_2295_,417.44
_0468_,417.31
clknet_5_12__leaf_clk,417.26
net533,417.1
_2060_,416.38
net249,416.28
_0565_,415
_1909_,414.98
_1928_,414.34
_2187_,414.16
_1886_,413.815
_1714_,413.39
_0235_,413.26
_1947_,412.9
net321,412.34
_1192_,412.28
_0046_,412.16
_0561_,411.82
_1178_,411.65
clknet_5_24__leaf_clk,411.64
_1773_,411.14
net224,411.08
_1818_,410.56
_0065_,410.32
_1118_,410.02
_1734_,410.02
_0095_,409.52
net218,409.34
_0703_,409.28
_0577_,409.16
_1204_,409.1
_0564_,409
_1089_,408.34
_0768_,408.24
net256,407.94
_2169_,407.82
_0788_,407.7
net604,407.32
_1094_,407.15
_1675_,406.82
_0864_,405.9
_0275_,405.48
net339,405.46
_0943_,404.04
_1038_,404.02
net320,403.52
net474,401.36
clknet_5_21__leaf_clk,400.68
_0863_,400.56
_0311_,400.34
_1861_,400.24
_0300_,399.92
net78,399.74
_0041_,399.47
_0942_,399.46
_1128_,399.16
_0089_,398.46
_0128_,397.74
_1102_,397.54
_1753_,397.16
_0392_,397.1
_1703_,396.6
net139,396.48
net144,395.47
_0917_,394.64
_0413_,394.4
_1505_,393.68
_1787_,393.08
_1371_,392.5
net105,392.3
net485,392.11
_1690_,391.83
net73,391.58
_0036_,391.42
net192,390.98
net322,390.51
_1924_,390.39
_2289_,390.36
net92,389.86
RF.registers\[10\]\[14\],389.14
net414,388.9
_2113_,388.785
net374,388.78
net591,388.78
clknet_5_1__leaf_clk,388.52
_0145_,388.26
net248,388.08
net246,387.9
SSD.count\[15\],387.31
net97,387.17
net145,386.46
_2225_,386.12
_0998_,385.82
_1158_,385.14
net403,384.7
net223,383.74
_1663_,383.62
net46,383.08
_0751_,383
net75,382.86
_1730_,382.48
_0585_,382.22
_1005_,381.6
_1504_,381.36
_1931_,380.82
_1305_,380.36
net534,379.63
_1568_,379.62
_0949_,379.16
_0209_,378.98
_1686_,378.88
_1717_,377.76
net275,377.68
_0044_,377.44
_1781_,377.44
_0628_,377.34
net214,377.32
_0991_,377.3
_1434_,377.26
_1435_,376.18
_0908_,375.78
_1474_,375.08
_1163_,374.9
_2196_,373.94
_1954_,373.72
clknet_5_11__leaf_clk,373.66
net337,373.64
net254,373.39
_1068_,372.92
_1650_,372.63
_0890_,372.36
_2052_,372.12
_2054_,371.72
_2141_,371.4
_1283_,371.3
_1627_,370.52
